Gene Name,Gene ID
cdcp1,64866
tas2r12p,266656
snord114-2,767578
snord114-3,767579
raet1l,154064
tigd2,166815
patl1,219988
fth1p3,2498
cenpi,2491
90834,90834
shf,90525
fshr,2492
fth1,2495
yif1b,90522
zbed8,63920
tnn,63923
chtf18,63922
znf335,63925
cidec,63924
ankef1,63926
xpnpep3,63929
chp2,63928
dnm1p41,440299
lypd8,646627
zscan31,64288
rhbdf1,64285
rab17,64284
440434,440434
arhgef28,64283
tent4b,64282
usp7,7874
slmap,7871
manf,7873
rab7a,7879
gpr84,53831
hmgb1p37,100132863
micos13,125988
pygo2,90780
acer1,125981
90784,90784
rpl7ap12,128668
thap6,152815
odaph,152816
kir3dx1,90011
syt8,90019
cfdp1,10428
clec7a,64581
trip13,9319
cops2,9318
ubac1,10422
cdipt,10423
bco1,53630
cd2bp2,10421
tubgcp3,10426
s1pr5,53637
pgrmc2,10424
znf235,9310
rnf125,54941
ociad1,54940
dnajc28,54943
abitram,54942
linc01521,54944
lpcat2,54947
slc41a3,54946
sdhaf2,54949
mrpl16,54948
ptgfr,5737
wdr61,80349
traf3ip3,80342
sel1l2,80343
bpifb2,80341
reep4,80346
coasy,80347
dcaf11,80344
zscan16,80345
actg1p4,648740
c8orf82,414919
dennd6b,414918
rpp30,10556
rpp38,10557
agpat1,10554
slc46a2,57864
cadm3,57863
htatip2,10553
arl6ip5,10550
agr2,10551
sptlc1,10558
644634,644634
eif5a,1984
mtrnr2l1,100462977
eif4g2,1982
eif5,1983
eif4g1,1981
fgf17,8822
fgf16,8823
jmjd7,100137047
inpp4b,8821
iqgap1,8826
ces2,8824
lin7a,8825
nrp2,8828
nrp1,8829
pla2g4b,100137049
gp9,2815
gp5,2814
gpc1,2817
gp1ba,2811
sfn,2810
gp2,2813
gp1bb,2812
myo1h,283446
gpd1,2819
msl2,55167
wnt4,54361
cytl1,54360
hao1,54363
168474,168474
c2orf49,79074
dscc1,79075
trbv12-2,28578
poglut2,79070
elovl6,79071
fastkd3,79072
tmem109,79073
trbv14,28573
trbv16,28571
c1orf50,79078
trbv12-5,28575
158947,158947
slc39a13,91252
tbx5-as1,255480
faap20,199990
100128198,100128198
dram2,128338
mrps18a,55168
tmpo-as1,100128191
643549,643549
trav8-6,28680
trav8-3,28683
trav8-4,28682
ct47a4,728075
sinhcaf,58516
boc,91653
ctbp2,1488
irgq,126298
znf428,126299
prodh2,58510
dnase2b,58511
ighv7-81,28378
lzts1,11178
cyp2d8p,1568
cyp2c18,1562
cyp2d7,1564
cyp2d6,1565
eid2b,126272
hcar1,27198
sfmbt1,51460
agbl3,340351
ube2j1,51465
evl,51466
acp4,93650
prnd,23627
cblc,23624
fam89b,23625
st7-as2,93654
rusc1,23623
ntsr2,23620
bace1,23621
prdm12,59335
cep55,55165
cenpq,55166
prdm13,59336
arhgef10l,55160
tmem33,55161
pnpo,55163
plekha2,59339
plekha1,59338
lyg1,129530
mitd1,129531
klkp1,606293
rpl23ap3,8489
100128751,100128751
or10g6,79490
100125918,100125918
armcx3-as1,100128574
344065,344065
100128570,100128570
cdkn2aipnlp2,100128579
u2surp,23350
lman1,3998
qrsl1p1,730016
fads3,3995
llgl2,3993
sub1p2,100287680
lipe,3991
lipc,3990
ankrd20a5p,440482
krtap5-10,387273
rpl31p40,100271196
mgam2,93432
armc6,93436
tubg2,27175
slc39a1,27173
cotl1p1,27170
bmp2k,55589
miox,55586
chrna9,55584
nop58,51602
snora70f,100337591
fmo11p,100337590
il37,27178
il36a,27179
alg1,56052
pcbd2,84105
rbbp8nl,140893
srek1,140890
lgals12,85329
arhgef19,128272
abcc11,85320
lclat1,253558
cadm2,253559
fam209a,200232
100289351,100289351
100289350,100289350
ighv1or21-1,390530
ighv1or15-9,390531
golga8ep,390535
646890,646890
or4m2,390538
sh2d7,646892
100286914,100286914
mir621,693206
mir622,693207
setbp1,26040
mir936,100126326
mir938,100126327
rassf10,644943
krt16p3,644945
ubxn7,26043
calhm6,441168
441167,441167
ooep,441161
389517,389517
rfkp1,100313962
lrrc19,64922
lpin3,64900
100313968,100313968
100130134,100130134
100130137,100130137
hmgn2p2,317726
stx16-npepl1,100534593
100294023,100294023
390282,390282
ccdc155,147872
100133724,100133724
ubxn2b,137886
caps2,84698
creb3l3,84699
ralyl,138046
cdrt7,94150
spata22,84690
jchain,3512
ccdc54,84692
mcee,84693
gja10,84694
loxl3,84695
igkdel,3515
igkc,3514
znf366,167465
wdr54,84058
adgrv1,84059
katnal1,84056
mnd1,84057
pcdhb19p,84054
znf486,90649
285847,285847
dscr8,84677
sft2d1,113402
727770,727770
rpl15p22,100130624
cox6a1p2,285849
pnpla1,285848
linc00974,147093
c16orf71,146562
yars2,51067
100129907,100129907
hoxa10,3206
hoxa9,3205
hoxa7,3204
or5h15,403274
hoxa5,3202
hoxa4,3201
hoxa3,3200
or5k4,403278
c20orf202,400831
defb132,400830
sdad1p2,400836
100505680,100505680
hpca,3208
ddx59,83479
arhgap24,83478
dohh,83475
katnal2,83473
axl,558
avpr2,554
avp,551
aup1,550
avpr1b,553
avpr1a,552
100131662,100131662
100131669,100131669
snord116-27,100033439
snord116-26,100033438
snord115-2,100033437
snord116-25,100033436
snord116-23,100033434
snord116-22,100033433
snord116-21,100033432
snord116-20,100033431
snord116-18,100033430
284009,284009
hexd,284004
ccdc57,284001
cluap1,23059
100271656,100271656
pear1,375033
drd5,1816
sft2d2,375035
ppp3cc,5533
ppp3cb,5532
ppp4c,5531
ppp3ca,5530
ppp6c,5537
ppp5c,5536
ppp3r2,5535
ppp3r1,5534
nufip1p1,89761
ppt1,5538
umodl1,89766
rsph1,89765
txnp2,171416
rpl37p8,100271014
c17orf67,339210
hsp90b1,7184
noc2lp2,401010
tex41,401014
siglec12,89858
100129767,100129767
drg2,1819
100131283,100131283
100131289,100131289
il17re,132014
ighv4-38-2,28389
slc18a3,6572
slc19a1,6573
slc18a1,6570
gmnc,647309
slc25a1,6576
pla2g15,23659
slc20a1,6574
slc20a2,6575
lsm3p3,647302
slco2a1,6578
slco1a2,6579
pebp1p2,647307
slc7a11,23657
lipn,643418
100128960,100128960
gapdhp62,100128961
lipk,643414
mrpl44,65080
vps33a,65082
ighv5-78,28387
rnft2,84900
nfatc2ip,84901
cep89,84902
chchd4,131474
phc1p1,653441
rasef,158158
fam136a,84908
aopep,84909
dthd1,401124
trim29,23650
401123,401123
145694,145694
646140,646140
100288985,100288985
fam78a,286336
fam225a,286333
cep112,201134
ndufv2,4729
ndufs8,4728
ndufs5,4725
ndufs4,4724
foxc2,2303
ndufs6,4726
rspo3,84870
ndufs2,4720
ndufv1,4723
ndufs3,4722
trim59,286827
rundc3b,154661
abca13,154664
rarres1,5918
spata19,219938
283868,283868
283861,283861
tpcn2,219931
linc00922,283867
or10w1,81341
rbmy2fp,159162
rbmy1f,159163
csn1s2ap,286828
snora25,684959
abhd17b,51104
rapsn,5913
slfnl1,200172
shisa2,387914
phbp19,494150
krt18p35,391584
acot4,122970
bola2b,654483
400748,400748
klb,152831
linc02783,400743
zfp2,80108
ncmap,400746
tfpi2,7980
taf6l,10629
st7,7982
arhgef5,7984
mtln,205251
arid3b,10620
polr3f,10621
polr3g,10622
c20orf85,128602
ivns1abp,10625
trim16,10626
myl12a,10627
pet117,100303755
dll4,54567
gk5,256356
rps2p32,256355
cept1,10390
coro2b,10391
nod1,10392
anapc10,10393
uba6-as1,550112
550113,550113
atp8a1,10396
ndrg1,10397
myl9,10398
rack1,10399
100134391,100134391
znf805,390980
rpl7p32,100130892
rpl34p6,100270998
vac14-as1,100130894
agmo,392636
100130899,100130899
trn-gtt2-1,7214
tro,7216
rps16,6217
rps15a,6210
siae,54414
nlgn3,54413
rps17,6218
trappc6b,122553
hist1h2ba,255626
ube2e1,7324
ube2e2,7325
ube2g1,7326
ube2g2,7327
mslnl,401827
kcnk7,10089
ube2d2,7322
ube2d3,7323
pqbp1,10084
edil3,10085
hhla1,10086
col4a3bp,10087
ube2h,7328
pdcd7,10081
gpc6,10082
ush1c,10083
285300,285300
dnaja4,55466
asxl3,80816
cep44,80817
hmgb1p44,100130279
100130278,100130278
clec19a,728276
tfap2a-as1,100130275
ccdc166,100130274
trim72,493829
znf436,80818
c2orf72,257407
ano4,121601
olfml2a,169611
dnah6,1768
dnah8,1769
dmwd,1762
dna2,1763
dmpk,1760
dmrt1,1761
401913,401913
dnah5,1767
ftlp3,284764
jrk,8629
psmg1,8624
rfxank,8625
tp63,8626
golga6l1,283767
npff,8620
cdk13,8621
pde8b,8622
asmtl,8623
8475,8475
nipa1,123606
gpr65,8477
btn3a1,11119
btn3a2,11118
cyp1a2,1544
cdc42bpa,8476
mpp4,58538
btg1,694
cit,11113
hibadh,11112
usp17l5,728386
rad9b,144715
emilin1,11117
fgfr1op,11116
serpinb7,8710
tnk1,8711
page1,8712
gxylt1,283464
muc19,283463
nol4,8715
c12orf40,283461
hnf1a-as1,283460
tnfrsf25,8718
100133319,100133319
swsap1,126074
ccdc159,126075
ccdc9b,388115
wdr11-as1,283089
nanogp8,388112
or10j5,127385
c10orf126,283080
hulc,728655
dmrtc1b,728656
lrrc73,221424
dmtf1,9988
728653,728653
rce1,9986
hnrnpdl,9987
thoc1,9984
rec8,9985
fgfbp1,9982
dop1b,9980
lilrb3,11025
lilra1,11024
lilra2,11027
100131053,100131053
rab35,11021
ift27,11020
vax1,11023
tdrkh,11022
hoxa-as3,100133311
slc24a4,123041
730495,730495
snrpcp9,100310853
gdpd1,284161
polrmtp1,284167
crebl2,1389
golga8ip,283796
crat,1384
creb1,1385
atf2,1386
730256,730256
cr2,1380
crabp1,1381
crabp2,1382
crb3,92359
caprin2,65981
rps12p16,100271352
ccdc114,93233
dynll1p7,729630
st6galnac3,256435
hmgb3p19,729635
cfap70,118491
mss51,118490
cndp2,55748
ccar1,55749
zbtb7b,51043
znf593,51042
parva,55742
chfr,55743
coa1,55744
st8sia3,51046
nup133,55746
55747,55747
fam83g,644815
astl,431705
lhx8,431707
ankrd34b,340120
aacsp1,729522
pramef14,729528
ugt2a2,574537
thrap3,9967
pcdhga6,56109
pcdhga7,56108
pcdhga9,56107
pcdhga10,56106
pcdhga11,56105
pcdhgb1,56104
pcdhgb2,56103
c4orf50,389197
574538,574538
pcdhgb6,56100
lims3,96626
ascl3,56676
kctd8,386617
linc01931,150596
linc00543,100132234
c2orf15,150590
aspm,259266
trim64,120146
cskmt,751071
2428,2428
fra9e,2429
adamts3,9508
adamts2,9509
xage2,9502
9503,9503
221946,221946
rph3al,9501
page4,9506
adamts4,9507
2426,2426
2427,2427
silc1,150622
100133299,100133299
ppiap30,100192204
itgb1,3688
itgal,3683
itgad,3681
itga9,3680
mogat3,346606
rpl23p6,646949
zic4,84107
tlr8-as1,349408
fuca2,2519
adam2,2515
nr5a1,2516
fuca1,2517
ftl,2512
linc01299,286186
rnf7,9616
mtrf1,9617
nup54,53371
gda,9615
ncor2,9612
rin1,9610
ncor1,9611
fam192bp,152667
traf4,9618
abcg1,9619
100133746,100133746
evpll,645027
dnd1,373863
copz1,22818
drd3,1814
drd4,1815
bpesc1,60467
drd5p1,1817
dr1,1810
slc26a3,1811
drd1,1812
drd2,1813
bach2,60468
carmil3,90668
tbl1y,90665
442381,442381
marc2,54996
tesc,54997
gid8,54994
oxsm,54995
zscan2,54993
c1orf159,54991
aurkaip1,54998
pspc1p1,642395
rasl11a,387496
sumo1p2,474337
ovch2,341277
or10a2,341276
snx32,254122
nifk-as1,254128
c4orf33,132321
sclt1,132320
znf618,114991
hsp90aa1,3320
igsf3,3321
645485,645485
hsp90aa4p,3323
hsp90aa2p,3324
hsp90ab1,3326
hsp90ab3p,3327
hspd1,3329
znf438,220929
lrrtm1,347730
catsper3,347732
644776,644776
339059,339059
ccr2,729230
442389,442389
vwa8,23078
pfn1p2,767846
hecw1,23072
erp44,23071
cmtr1,23070
mycbp2,23077
rrp1b,23076
swap70,23075
uhrf1bp1l,23074
zscan21,7589
racgap1,29127
cd274,29126
c11orf21,29125
lgals13,29124
ankrd11,29123
prss50,29122
clec2d,29121
trim58,25893
znf446,55663
pamr1,25891
abi3bp,25890
rnf19a,25897
ints7,25896
eef1akmt3,25895
plekhg4,25894
643659,643659
ddx27,55661
linc00842,643650
or5i1,10798
rpl35p8,643653
mir193bhg,100129781
100129785,100129785
cdnf,441549
gnpda2,132789
ttty6b,441543
cyp4f2,8529
znf730,100129543
atp6v1g1p4,100462843
c2cd2,25966
tmem87a,25963
100293748,100293748
nudt13,25961
adgra2,25960
vcx,26609
tbl2,26608
efcab5,374786
100293580,100293580
kir3dl2,3812
scara5,286133
100288765,100288765
100288764,100288764
linc00477,144360
haao,23498
kiss1,3814
etfrf1,144363
tnfrsf13b,23495
klkb1,3818
ces3,23491
hey2,23493
cbx7,23492
srrm2-as1,100128788
prickle1,144165
pgbd2,267002
linc00476,100128782
linc01349,100128787
100287728,100287728
100128785,100128785
642326,642326
tmem61,199964
or5k2,402135
map3k9,4293
smg5,23381
srgap2,23380
mau2,23383
ahcyl2,23382
ncstn,23385
trav29dv5,28653
sik3,23387
nudcd3,23386
med13l,23389
100288619,100288619
msl3p1,151507
map11,55262
tmem143,55260
prr34,55267
tmem19,55266
rtl1,388015
pspc1,55269
hspd1p2,645808
100128430,100128430
rpl37a,6168
100128437,100128437
rpl32,6161
100128439,100128439
nckap5,344148
or4x1,390113
rpl35a,6165
rpl34,6164
rpl37,6167
rpl36al,6166
cdkl4,344387
344382,344382
or1c1,26188
nell1,4745
ap5s1,55317
rsad1,55316
slc29a3,55315
tmem144,55314
cpped1,55313
rfk,55312
znf444,55311
ubxn2a,165324
tma16,55319
ak2p1,266920
panx2,56666
muc13,56667
vtrna1-1,56664
kcnk12,56660
cfap221,200373
alkal2,285016
mybph,4608
myc,4609
mybpc2,4606
mybpc3,4607
mybpc1,4604
mybl2,4605
myb,4602
mybl1,4603
mx2,4600
mxi1,4601
opalin,93377
prr13p5,440525
coq2,27235
arhgef16,27237
arfip1,27236
sar1b,51128
angptl4,51129
sult1c4,27233
gnmt,27232
ier3ip1,51124
golga7,51125
naa20,51126
mboat4,619373
gpr162,27239
rpl26l1,51121
faup1,140623
znf706,51123
adra2b,151
adra2a,150
adrb1,153
adra2c,152
adrb3,155
adrb2,154
grk3,157
grk2,156
adss,159
adsl,158
frrs1,391059
100289143,100289143
mgat5b,146664
rpl27p2,646446
kndc1,85442
dclk3,85443
dock7,85440
helz2,85441
zfhx2,85446
reg3g,130120
lrrcc1,85444
cntnap4,85445
mt-co1,4512
mt-co2,4513
kiaa1755,85449
ccdc36,339834
mtcp1,4515
krtap9-4,85280
krtap4-1,85285
crygep,200575
pih1d3,139212
pik3c3,5289
stard4,134429
pigf,5281
pigcp1,5280
pigh,5283
pigfp1,5282
pigr,5284
pik3c2b,5287
pik3c2a,5286
syt15,83849
100130627,100130627
usp26,83844
virma,25962
ube2t,29089
mir548q,100313841
100131180,100131180
tnrc18,84629
ntng2,84628
st6gal2,84620
kirrel3,84623
znf594,84622
fndc1,84624
znf469,84627
krba1,84626
100130071,100130071
ccdc59,29080
rassf4,83937
stard3nl,83930
stk40,83931
sprtn,83932
mettl5,29081
100130078,100130078
lrmda,83938
chmp4a,29082
tmem202,338949
gtpbp8,29083
linc00886,730091
rida,10247
camk2g,818
linc00260,84719
rabepk,10244
2425,2425
hdgfl2,84717
thyn1,29087
igha2,3494
100505818,100505818
hoxa11,3207
ighd,3495
tarsl2,123283
tgfbi,7045
lefty2,7044
tgm4,7047
nmtrq-ctg1-1,100189461
tgfb1i1,7041
tgfb1,7040
tgfb3,7043
tgfb2,7042
tgfbr3,7049
tgfbr2,7048
or10a6,390093
cpeb2,132864
rpl39p5,553117
pef1,553115
defb133,403339
ferp1,553112
ccdc88c,440193
342443,342443
zbtb41,360023
psip1p2,360022
rcor2,283248
284219,284219
tcta,6988
dlgap1-as5,284215
284214,284214
lama1,284217
trgv10,6984
trgv9,6983
trgv7,6981
100130458,100130458
cllu1,574028
dusp5p1,574029
100130453,100130453
klk1,3816
spag16-dt,100130451
100130456,100130456
100130455,100130455
khnyn,23351
cbwd5,220869
linc02209,286135
emc10,284361
linc01869,284365
or5h8,79289
siglec17p,284367
klk9,284366
siglecl1,284369
mir570hg,440993
100131582,100131582
100131581,100131581
399904,399904
399900,399900
insyn1,388135
pcnx3,399909
psg2,5670
psg3,5671
psg4,5672
psg5,5673
psg6,5675
psg7,5676
ct47a11,255313
psg9,5678
simc1,375484
trl-aag5-1,100189043
or8k3,219473
100131034,100131034
100131035,100131035
or8j1,219477
ankrd18ep,100131031
or5r1,219479
100131039,100131039
znf181,339318
339316,339316
slc2a7,155184
twf2,11344
gabarapl2,11345
synpo,11346
exosc8,11340
scrg1,11341
rnf13,11342
mgll,11343
tra2b,6434
sfswap,6433
srsf7,6432
srsf6,6431
srsf5,6430
psmc4,5704
psmc5,5705
psmc6,5706
psmd1,5707
psmc1,5700
psmc2,5701
sftpb,6439
100128840,100128840
100128843,100128843
100101478,100101478
hnrnpa1p60,120364
c12orf10,60314
gpbp1l1,60313
afap1,60312
c5orf63,401207
aff1,4299
401209,401209
orc6,23594
znf385c,201181
gstm4,2948
100132741,100132741
rpl17p7,100132742
esx1,80712
alk,238
alox12,239
gstm2,2946
286272,286272
aldoc,230
akr1b1,231
gstm1,2944
gtf2ird2p1,401375
or7e126p,81176
gsta3,2940
znf700,90592
znf439,90594
tsen54,283989
fads6,283985
or4d5,219875
or6t1,219874
or10s1,219873
linc00685,283981
linc00469,283982
or10g9,219870
defb112,245915
defb108b,245911
defb107a,245910
rps26p47,400156
defb109a,245912
crnn,49860
or6m1,390261
nod2,64127
rragc,64121
fn3k,64122
rasgef1b,153020
90462,90462
tinagl1,64129
nudt17,200035
nbpf11,200030
slc9a3r1,9368
nrxn3,9369
rab9bp1,9366
rab9a,9367
rab28,9364
kl,9365
cpne6,9362
rab33a,9363
ppig,9360
lonp1,9361
plod3,8985
znf362,149076
stbd1,8987
rps6ka4,8986
trpa1,8989
hspb3,8988
554249,554249
kif1c,10749
klra1p,10748
masp2,10747
map3k2,10746
phtf1,10745
pttg2,10744
rai1,10743
rai2,10742
rbbp9,10741
rfpl1s,10740
echdc2,55268
lilra6,79168
trem2,54209
errfi1,54206
kcnk10,54207
cycs,54205
megf9,1955
megf8,1954
egfr,1956
celsr3,1951
egf,1950
megf6,1953
spesp1,246777
il27,246778
egr2,1959
egr1,1958
mancr,100216001
lonrf2,164832
blid,414899
ano5,203859
glis3,169792
ahctf1p1,285116
sgf29,112869
cstp2,1481
cstp1,1480
ctbp1,1487
ctbs,1486
ctag1b,1485
rpl31,6160
inip,58493
znf77,58492
znf71,58491
rprd1b,58490
uox,391051
rpl32p1,6163
trdc,28526
jam2,58494
daw1,164781
fuom,282969
gns,2799
ncoa6,23054
c10orf53,282966
dtwd2,285605
chrna7,1139
chrna5,1138
gpr150,285601
kiaa0825,285600
chrm5,1133
chrm4,1132
chrm3,1131
lyst,1130
chrna4,1137
chrna3,1136
chrna2,1135
chrna1,1134
krt18p24,340460
trabd2b,388630
ldlrad1,388633
strc,161497
mir1471,100302126
ripk4,54101
esf1,51575
mir1915,100302129
54100,54100
slc43a1,8501
ppfia1,8500
pik3r3,8503
or4k3,283617
parg,8505
pex3,8504
enc1,8507
cntnap1,8506
ndst2,8509
nipsnap1,8508
mvb12b,89853
plxnb2,23654
linc01686,284648
smg7-as1,284649
dis3l2,129563
ahcyp4,129560
fam71d,161142
tmem229b,161145
bend6,221336
c1orf189,388701
100128922,100128922
aldh16a1,126133
defb104b,503618
svbp,374969
730429,730429
tifab,497189
taar4p,503612
defb107b,503614
100287250,100287250
ago1,26523
timm9,26520
timm8b,26521
tspan16,26526
lats2,26524
il36rn,26525
golga8g,283768
dazap1,26528
or12d2,26529
irs4,8471
sorbs2,8470
ogt,8473
pin4p1,728758
arhgap30,257106
znf683,257101
257103,257103
728752,728752
tbx10,347853
psmd2,5708
ehf,26298
linc00515,282566
ppiap8,341457
galnt8,26290
fgf21,26291
mycbp,26292
sergef,26297
chst6,4166
493754,493754
mfn1,55669
gpatch2l,55668
arl17a,51326
nploc4,55666
urgcp,55665
cdc37l1,55664
wac,51322
hif1an,55662
mex3c,51320
amz2,51321
79999,79999
rpl38p1,116809
elovl7,79993
agpat4-it1,79992
stn1,79991
plekhh3,79990
or1f2p,26184
100286937,100286937
linc00950,92973
100286932,100286932
vps13a-as1,100286938
or1a2,26189
march9,92979
ppp1r14bp2,729406
rpl21p16,729402
729400,729400
cyp3a5,1577
gage2d,729408
c1galt1p1,729409
nadk,65220
100134822,100134822
ccdc144cp,348254
aldh8a1,64577
rps26p31,645979
plekhg4b,153478
ighe,3497
ndst4,64579
645978,645978
igh,3492
igha1,3493
igfbp7,3490
ccn1,3491
pramef15,653619
fbl,2091
rps29p8,100132376
mink1,50488
116710,116710
esr1,2099
esd,2098
cd207,50489
rab3ip,117177
pabpc1l2b,645974
mir107,406901
254057,254057
ssx2ip,117178
mir1302-8,100302223
645971,645971
abhd12b,145447
sh3d19,152503
pla2g3,50487
gjb5,2709
gjb1,2705
gjb3,2707
gjb2,2706
gja4,2701
gja3,2700
gja8,2703
gja5,2702
smim10,644538
pdss1,23590
slco2b1,11309
ubac2,337867
lemd3,23592
cpxm2,119587
hebp2,23593
bfsp2-as1,85003
phykpl,85007
orc3,23595
opn3,23596
ppp6cp,100144631
adamtsl2,9719
ece2,9718
usp6nl,9712
rubcn,9711
kiaa0355,9710
sec14l5,9717
aqr,9716
fam131b,9715
igsf9b,22997
ttc39a,22996
cep152,22995
cep131,22994
hmgxb3,22993
kdm2a,22992
pcnx1,22990
c1ql2,165257
rims1,22999
limch1,22998
100312953,100312953
lsm5,23658
ccdc93,54520
vn2r1p,344760
otud4p1,360227
prss41,360226
f2rl3,9002
hap1,9001
dtx2,113878
linc00928,283761
ak4p3,645619
hnrnpa1p70,341333
284395,284395
fam49b,51571
442113,442113
galntl6,442117
cavin4,347273
treml1,340205
vps37a,137492
clpsl1,340204
h1f0,3005
gzmm,3004
hist1h1d,3007
hist1h1c,3006
gzma,3001
gucy2d,3000
gzmk,3003
gzmb,3002
larp7,51574
hist1h1b,3009
hist1h1e,3008
eme1,146956
100187701,100187701
tent5d,169966
sass6,163786
100289145,100289145
645722,645722
rasgrp4,115727
lactbl1,646262
sar1ap1,646260
rps26p4,692146
c1qtnf3,114899
c1qtnf2,114898
c1qtnf1,114897
scarna10,692148
scarna14,692149
grik1-as1,642976
442028,442028
rapgef4,11069
mtmr9lp,339483
tfap2e,339488
283516,283516
siah3,283514
fcrl2,79368
b3gnt4,79369
actr3bp2,440888
psma8,143471
bhlhe41,79365
hmgn5,79366
643752,643752
mab21l1,4081
marcks,4082
fkbp1c,642489
mxd1,4084
mad2l1,4085
smad1,4086
smad2,4087
smad3,4088
smad4,4089
642484,642484
plcl2,23228
arhgef9,23229
kdf1,126695
trim73,375593
rrp12,23223
100129620,100129620
rhobtb2,23221
spata31a3,727830
syne2,23224
golga6l6,727832
dleu7,220107
91548,91548
rsad2,91543
ubxn11,91544
fam83h,286077
286076,286076
100288000,100288000
lamb3,3914
lamb2,3913
lamb1,3912
286071,286071
lama4,3910
or2s1p,392313
srp68,6730
ptmap7,326626
mmab,326625
srpk2,6733
srpra,6734
sun1,23353
sry,6736
100287602,100287602
ro60,6738
usp24,23358
fam189a1,23359
fahd2cp,729234
snord115-41,100033815
snord115-40,100033814
643371,643371
fam181b,220382
slc39a12,221074
btbd18,643376
snord115-38,100033812
nsun6,221078
arl5b,221079
tmem183a,92703
sufu,51684
h2afy2,55506
gprc5d,55507
tnfrsf19,55504
nop10,55505
hes6,55502
prr20b,729233
etnk1,55500
chst12,55501
oaz3,51686
slc35e3,55508
batf3,55509
100287119,100287119
401127,401127
100287110,100287110
rny3,6085
snord20,6082
snord21,6083
snora73a,6080
100288139,100288139
sod2,6648
sod3,6649
sntb2,6645
soat1,6646
sod1,6647
snta1,6640
sntb1,6641
snx1,6642
snx2,6643
574406,574406
slc25a51,92014
snx29,92017
ctnnbl1,56259
wdr17,116966
art5,116969
nop56p2,402360
or7e14p,10819
rnf20,56254
sftpa2,729238
sp7,121340
amigo3,386724
page3,139793
ska3,221150
rpl21p53,653156
653155,653155
ttc3p1,286495
sectm1,6398
trappc2,6399
sdhd,6392
rnasek,440400
sdhc,6391
sec13,6396
646670,646670
ovca2,124641
dnajc24,120526
evx2,344191
cldn11,5010
otx1,5013
pifo,128344
otx2,5015
ovgp1,5016
ovol1,5017
oxa1l,5018
oxct1,5019
100289061,100289061
100289060,100289060
krt222,125113
gjd3,125111
hint1p2,100233146
440313,440313
linc02260,339978
lrrc66,339977
triml1,339976
339975,339975
gcom2,339970
wdfy3-as2,404201
spink6,404203
hsfx1,100506164
100131589,100131589
dhfrp1,573971
utp23,84294
gsx2,170825
gins4,84296
linc02139,400548
capns2,84290
cdk18,5129
wdr83,84292
prxl2a,84293
pcsk5,5125
400541,400541
cdk16,5127
llph,84298
pcp4,5121
pcsk1,5122
c4orf36,132989
nkx6-2,84504
spire2,84501
jph4,84502
znf527,84503
lrrc10b,390205
or10v1,390201
linc00537,203274
c1ql3,389941
egflam,133584
388439,388439
or14a16,284532
ppil6,285755
285754,285754
cep57l1,285753
dnaaf1,123872
acsm2a,123876
285759,285759
linc01268,285758
krt18p55,284085
nek8,284086
picart1,284080
285014,285014
284083,284083
linc01845,285627
tmem65,157378
rsph9,221421
fer1l6-as2,157376
652826,652826
accsl,390110
l3mbtl2,83746
tpm1,7168
znf484,83744
grwd1,83743
ccdc103,388389
tfap2d,83741
h2afb3,83740
tpbg,7162
tpd52,7163
linc00671,388387
tph1,7166
c17orf98,388381
tpd52l1,7164
tpd52l2,7165
trim39-rpp21,202658
unc5d,137970
mlf2,8079
bcl6,604
alg9,79796
fbxo31,79791
rpl18ap5,729955
elocp19,100462880
or6c6,283365
gxylt2,727936
ugt2a3,79799
armc5,79798
mfap5,8076
znf763,284390
znf844,284391
degs2,123099
cracr2a,84766
tktl1,8277
akirin1,79647
slc25a29,123096
or8b4,283162
or8d2,283160
lage3,8270
nfyc-as1,100130557
hsfy1,86614
rps15ap8,100271143
adamts19,171019
rpl7p54,100271146
rpl7p53,100271145
c8orf58,541565
tmem26,219623
cabcoco1,219621
linc01704,646268
znf354b,117608
ttll11,158135
or1q1,158131
zbtb45,84878
vkorc1l1,154807
mfsd2a,84879
sp3p,160824
znf35,7584
zkscan1,7586
znf37a,7587
znf32,7580
znf33a,7581
znf33b,7582
znf514,84874
zscan9,7746
hm13,81502
orai1,84876
ypel4,219539
or13j1,392309
rpsap20,127406
agbl4,84871
zc3h10,84872
adgrg7,84873
pvt1,5820
ddx19b,11269
pwp2,5822
abcd3,5825
pex19,5824
pxmp2,5827
abcd4,5826
pxn,5829
pex2,5828
chp1,11261
xpot,11260
snf8,11267
dusp12,11266
rpl29p16,100131206
krt6b,3854
dcst2,127579
krt10,3858
krt12,3859
zbtb8os,339487
mthfsd,64779
fndc3b,64778
rmnd5b,64777
c11orf1,64776
ilrun,64771
ccdc14,64770
pced1a,64773
engase,64772
mptx1,649458
100132570,100132570
efcab13,124989
duxa,503835
dprx,503834
lin9,286826
stk26,51765
rarres2,5919
inpp5k,51763
100288853,100288853
atp8a2,51761
rarb,5915
rara,5914
rars,5917
rarg,5916
rap2a,5911
rap1gds1,5910
pank4,55229
rap2b,5912
snord3a,780851
gorasp1,64689
c16orf82,162083
agbl5,60509
nyx,60506
anapc1,64682
atp6v0e2-as1,401431
401433,401433
znf570,148268
znf569,148266
rab6d,150786
apex2,27301
100133315,100133315
znf330,27309
slc28a1,9154
exo1,9156
ctdp1,9150
slc28a2,9153
slc6a5,9152
